chrom	start	end	zhr1_zhr	zhr2_zhr	zhr3_zhr	z301_z30	z302_z30	z303_z30	zhrz301_z30	zhrz301_zhr	zhrz302_z30	zhrz302_zhr	zhrz303_z30	zhrz303_zhr
chrX	14902184	14902380	37	80	88	44	59	41	38	43	44	59	30	21
chrX	14952282	14953722	202	780	805	316	463	307	326	438	377	498	150	205
chrX	15021023	15021576	33	86	109	58	110	74	86	66	92	60	34	31
chrX	15117133	15117463	3	21	35	15	26	23	14	20	15	17	9	9
chrX	15170755	15170952	10	37	27	20	40	24	23	19	25	22	13	7
chrX	15217008	15217412	17	40	52	33	67	47	20	25	39	23	17	18
chrX	15320054	15320306	2	13	13	15	30	30	27	6	16	8	5	4
chrX	15465145	15465855	79	243	258	54	137	85	122	138	110	134	46	72
chrX	15579681	15579888	18	53	48	28	39	25	29	29	39	32	22	21
chrX	15886886	15887741	25	59	72	26	36	13	26	47	41	51	20	22
chrX	16325400	16326025	77	271	255	71	114	74	77	121	87	119	39	77
chrX	16334085	16334779	19	45	52	34	42	30	30	37	35	26	10	7
chrX	16750801	16751950	141	541	567	298	407	265	353	364	352	379	133	156
chrX	16830544	16831043	28	89	97	54	92	62	89	55	73	62	30	27
chrX	16930323	16930975	72	249	279	170	206	130	163	154	142	154	70	54
chrX	17107217	17108192	32	169	178	61	92	70	72	119	103	113	38	52
chrX	17229272	17230180	70	293	295	93	131	98	100	143	97	129	46	74
chrX	17283722	17284129	42	117	102	48	61	41	56	71	31	65	32	40
chrX	17293853	17294226	15	35	42	21	30	17	17	19	16	18	16	10
chrX	17299499	17300734	60	184	189	66	92	50	64	121	72	103	41	43
chrX	17313387	17313881	20	99	90	55	66	42	56	67	52	63	24	29
chrX	17314152	17314775	61	183	229	80	120	76	112	115	134	141	39	69
chrX	17510371	17511253	82	288	325	143	187	110	145	176	139	147	51	83
chrX	17596350	17596613	21	36	48	26	37	19	26	25	18	30	18	14
chrX	17658516	17659009	11	50	44	24	26	22	20	31	26	27	9	8
chrX	17742504	17743433	43	197	188	92	124	91	93	93	76	114	53	56
chrX	17745586	17745838	10	40	37	7	7	3	2	19	10	32	6	10
chrX	17745984	17746675	33	151	149	43	100	74	71	104	72	68	40	34
chrX	17802016	17802483	41	141	128	66	98	68	54	103	75	93	24	44
chrX	17802747	17803151	44	181	145	46	67	47	58	91	58	88	24	51
chrX	17833419	17834797	130	431	428	223	312	207	260	240	267	244	102	115
chrX	17856646	17857004	12	51	47	18	34	19	22	28	21	35	20	10
chrX	17878514	17879642	45	145	151	73	77	54	79	96	77	76	29	29
chrX	17906122	17906475	15	29	45	34	25	23	18	19	24	27	13	13
chrX	17912660	17912901	19	65	75	26	39	24	26	31	43	49	14	15
chrX	18015628	18015936	8	34	36	33	37	26	16	19	19	23	9	7
chrX	18312459	18313097	38	180	158	94	130	110	101	88	82	107	38	59
chrX	18409466	18410095	14	59	55	41	55	24	33	44	27	33	22	16
chrX	18483709	18484050	78	306	299	130	219	140	190	212	201	199	76	84
chrX	18537268	18538954	208	739	717	458	635	400	451	396	479	433	191	161
chrX	18539152	18540876	100	366	380	141	208	141	167	202	170	216	59	82
chrX	18541233	18541576	36	85	99	39	62	28	52	52	44	30	21	21
chrX	18646841	18647480	24	89	109	50	68	47	68	75	76	76	25	29
chrX	18863462	18864493	65	219	206	71	117	96	125	120	126	110	77	60
chrX	18927562	18929176	92	376	401	127	202	134	149	218	158	259	81	111
chrX	18929336	18930544	174	725	766	248	345	233	326	411	349	430	124	178
chrX	18975923	18976284	26	101	87	37	63	38	59	49	52	63	18	25
chrX	19145333	19145609	10	43	53	20	41	23	18	24	28	21	7	7
chrX	19155826	19156324	62	243	276	65	89	64	75	159	73	148	42	78
chrX	19229554	19230036	40	115	115	16	34	19	20	54	24	61	8	35
chrX	19290168	19290488	18	96	112	44	63	51	31	61	45	45	28	27
chrX	19318200	19318648	41	124	123	50	72	43	65	71	58	73	35	50
chrX	19325884	19326412	41	124	138	62	91	55	81	93	73	92	29	38
chrX	19352991	19354538	84	309	300	108	160	104	130	197	129	190	61	86
chrX	19358739	19360234	52	200	195	92	133	95	104	133	108	125	34	50
chrX	19361379	19361730	14	54	39	39	46	34	43	36	46	42	21	22
chrX	19637428	19638516	16	70	68	32	34	32	33	37	38	28	14	17
chrX	19662630	19664133	63	249	240	100	156	108	119	110	126	109	48	66
chrX	19774151	19774491	76	263	249	137	187	133	140	153	163	188	67	49
chrX	20239396	20241305	99	419	395	160	270	149	197	204	178	228	104	83
chrX	20500629	20501674	67	246	229	140	218	151	165	123	135	125	69	57
chrX	20642448	20642853	13	38	42	25	44	19	18	30	11	29	8	14
chrX	20954551	20954800	5	29	30	34	61	37	21	20	18	15	16	14
chrX	21043105	21045220	193	798	920	110	159	103	122	411	142	474	70	230
chrX	21281148	21281690	71	171	186	98	149	106	111	138	119	125	34	55
chrX	21378467	21379080	108	385	412	139	161	120	134	276	166	273	58	105
chrX	22481858	22482578	40	126	141	119	163	117	117	78	98	79	64	51
chrX	22633894	22635063	41	155	169	73	112	66	59	76	86	92	18	51
chrX	22855194	22855758	22	123	102	66	81	47	50	71	51	54	21	35
