chr	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
chrX	16599322	16599639	CG4453	902.071020313442	900.849777979543	936.87833788703	977.859071683567	938.241718114996	879.178591253419	780.321293141806	1025.51223289592	717.543949566911	948.016511579095	979.742858550309	749.784617159254	start	end	-0.0200278850203801	0.455154402762934	-0.059292453759388	0.0325060052038861	0.0392523601503076	0.311665288711127	1	0.521895239730682	0.487120366105901	Ambig	Ambig	0.337781349067697	Conserved	NA	0.0392645687390079	60.1605570626416
chr3R	10854502	10854596	CG4511	160.950431010282	150.732738441459	165.088693900798	98.2856647859122	96.3599602388375	91.4079820773877	169.346323192477	130.805131746929	167.426921565613	101.448261386693	106.731763920285	108.142012090277	start	end	0.510771752320905	3.51241192704162e-11	0.390711341393769	4.9821042196502e-08	0.120014479232785	0.251481341915313	2.50413920623068e-09	2.39621231856268e-06	0.419508608509715	P1	P1	1.30728673116795	Cis	NA	0.120060410927136	76.4943126980708
chrX	16640904	16643509	CG4521	170.308014208554	182.652612464356	160.961476553278	169.917589968865	182.576766768324	122.985284976849	195.910452320709	185.743287080639	119.590658261152	136.430420485552	120.415323397245	144.189349453703	start	end	0.0776796244568816	0.223365963820965	0.222946067337784	0.000844571664078583	-0.145254437116855	0.115232910863149	1	0.0207607664377905	0.248865150703624	P1	Ambig	0.34842338949711	Ambiguous	NA	-0.145266442880902	60.5482054929023
chrX	6684785	6685571	CG4523	250.783229713695	276.638908198442	260.014692893757	234.886080251078	289.079880716512	247.632533264196	272.282323564375	245.913647684226	307.518835528676	276.359056880991	254.514206271449	216.284024180554	start	end	0.0202818231891437	0.69121685376067	0.0999149705607569	0.0480544589029355	-0.0796163623301604	0.264558455422202	1	0.731901231214048	0.433604863852503	Ambig	Ambig	0.202990833859182	Conserved	NA	-0.0796331473716132	55.6480188772525
chr2R	24401045	24401485	CG4527	355.588161534344	344.025308913447	367.322343929276	413.132963845868	412.488250846953	339.040515341583	272.282323564375	329.62893200226	293.851331727402	321.835863709508	339.352275028599	342.449704952544	start	end	-0.0875891888089573	0.0384285954216532	-0.113659876506327	0.0132272842133565	0.0260372768687908	0.679430970717413	0.562103581590174	0.239804673053264	0.807439704330839	Ambig	P2	0.77062540890656	Conserved	NA	0.0260706876973697	81.3421724545789
chrX	5309246	5309706	CG4528	409.862144084323	439.784930982139	425.103386794555	463.108725601417	449.679814447908	437.096350660963	385.17987235936	413.344216320295	396.35761023696	496.746659203806	435.137191367316	486.639054406246	start	end	-0.0572313375419293	0.142211222883281	-0.171518915091425	1.18711460885823e-05	0.114270429660851	0.0393872687252199	1	0.000404941890941876	0.118251937225374	P2	P2	0.333673621427836	Ambiguous	NA	0.114287577549496	60.0122528731062
chrX	6805677	6806218	CG4532	1325.03378087535	1335.31472995787	1448.6532889795	1379.33102445314	1343.96786648905	1499.09090606916	1258.47561744998	1339.44454908855	1096.81718005228	1378.29706849507	1428.56360939458	1103.04852332082	start	end	-0.0272054320247	0.21428580866635	-0.0565751841339286	0.0136918776466386	0.0293591883285106	0.357271910498189	1	0.247822272160289	0.536010001799456	P2	P2	0.48087217816733	Conserved	NA	0.0293697521092286	65.827245451512
chrX	6821026	6821160	CG4542	155.335881091319	138.319454099221	177.470345943358	231.554362800708	238.364112169756	244.3086066432	189.269420038651	164.81446600113	157.176293714657	234.380465962359	210.726815945178	227.098225389582	start	end	-0.416001812834242	0	-0.273608717995782	2.66570280471612e-06	-0.142362893511594	0.0875007553470712	0	0.000100690162402565	0.204090650693969	P2	P2	1.520426015229	Cis	NA	-0.14239309483846	65.7710398259257
chr3R	25479405	25480287	CG4548	709.304806429034	741.250407865057	672.736427645753	549.733379311034	539.277672213845	485.293286665404	667.423744346821	677.570582449091	683.375190063725	381.305534177569	604.813328881615	454.196450779163	start	end	0.299112464416736	5.99622340274401e-11	0.34235237008399	5.79351243123517e-11	-0.0432105224484437	0.365790179561861	3.03540823649787e-09	3.77726688973176e-09	0.545359904074047	P1	P1	0.873697659354174	Cis	NA	-0.043239905667254	88.7861068837517
chr3R	25475761	25476915	CG4553	43.0448827120522	46.1064846997404	53.6538255177594	13.3268698014796	16.9052561822522	6.64785324199183	49.8077421154344	44.4737447939558	58.0868911554166	17.4910795494298	27.3671189539192	18.0236686817128	start	end	1.35393553829691	1.3860729788482e-12	0.885029182813013	1.59733813726672e-10	0.469743957805578	0.0463269411634046	1.60065701425191e-10	9.34482266943186e-09	0.132276271613464	P1	P1	1.5298202190277	Cis	NA	0.468906355483897	65.3671580204087
chr2R	22483340	22483463	CG4554	424.834277201559	432.691625643717	520.029385787514	434.789127273272	373.606161627773	352.336221825567	421.705549910678	476.13067955882	328.020091230588	311.34121597985	388.613089145653	364.078107370599	start	end	0.171209097571806	1.68628560852812e-05	0.141514290035185	0.000729655071935474	0.0297136600458535	0.60956788060559	0.000478733163222273	0.0182187280639635	0.758728931455902	Ambig	Ambig	1.20983610580414	Cis	NA	0.029694807536621	82.6558238097325
chrX	6844342	6845174	CG4557	192.766213884408	218.119139156464	189.851997985918	246.547091327373	278.936727007161	222.703083606726	199.230968461738	193.591594985454	170.843797515931	227.384034142587	251.777494376057	302.797633852776	start	end	-0.219421436633256	5.74530259329631e-05	-0.327261503856746	8.46346770444484e-10	0.107805553298908	0.166879380234504	0.0015201355026636	4.8489844339818e-08	0.32300663128697	P2	P2	0.670477382910593	Cis	NA	0.10784006722349	75.2149671728941
chrX	6849771	6851890	CG4558	280.727495948166	276.638908198442	226.996954113598	233.220221525893	233.29253531508	196.111670638759	202.551484602767	248.529750319165	242.598192472622	248.373329601903	235.357223003706	252.33136154398	start	end	0.168595819034646	0.00138197458334917	-0.0592511567499239	0.261763930538258	0.22796416707488	0.00229237134784664	0.028329180217869	1	0.0135782898797959	P1	Ambig	2.84544350325891	Trans	NA	0.22784697578457	20.6379457180221
chr3L	16418603	16419295	CG4561	497.823426148082	475.251457674247	493.202473028635	533.074792059185	547.730300304971	538.476112601338	511.35948571846	502.291705908206	601.370167256078	580.703841041069	470.714446007411	591.176332760181	start	end	-0.0992168175435777	0.00584603435760012	-0.0169031084737346	0.627785501430402	-0.0823020461135739	0.101226721915013	0.104364592382617	1	0.224643810097826	P2	Ambig	5.8697379655197	Conserved	NA	-0.0823137090698431	17.0365356319865
chr3R	19864320	19864392	CG4572	117.90554829823	113.492885414746	119.689303078079	63.3026315570282	62.5494478743331	63.1546057989224	126.179613359101	96.7957974927272	112.756906360515	90.9536136570349	73.891221175582	50.4662723087959	start	end	0.61916806166684	2.53487515723288e-11	0.444133614210254	2.21503465099245e-07	0.175021007219119	0.164094326989753	2.0893813258374e-09	9.78340925308458e-06	0.320136441651384	P1	P1	1.39410312990569	Cis	NA	0.175034447456586	71.7307047483389
chr2R	23868461	23868616	CG4581	881.484337277243	790.903545234008	777.980470007511	941.210179729498	1044.74483206319	1100.21971154965	979.552261603544	902.555409053808	977.226521791126	1122.92730707339	1094.68475815677	1340.96094991943	start	end	-0.230657955727973	0	-0.218728666136959	0	-0.0119073089944519	0.745237372484413	0	0	0.852240506548453	P2	P2	1.05453921427722	Cis	NA	-0.011929289591014	94.8281473520545
chrX	6969940	6970976	CG4586	329.386928579182	278.412234533048	295.096040347677	303.186287983661	655.923939871385	890.812334426905	468.192775885084	442.121345304619	464.695129243333	633.177079689358	782.69960208209	818.274558149762	start	end	-0.71710732030336	0	-0.48534330433014	0	-0.231738431315366	1.2124560134108e-05	0	0	0.000186051729777189	Ambig	P2	1.47752593660089	Ambiguous	NA	-0.23176401597322	67.68070700001
chr2R	24514535	24514870	CG4589	151.59284781201	180.879286129751	239.378606156157	219.893351724414	199.482022950576	186.139890775771	179.307871615564	175.278876540884	146.925665863701	188.903659133842	199.77996836361	165.817751871758	start	end	-0.0571486892704676	0.325800485427056	-0.100366821736346	0.102666030889807	0.0431789893263516	0.613018063811529	1	1	0.759829664355905	Ambig	P2	0.569398216280991	Conserved	NA	0.0432181324658784	69.9006537934259
chrX	6998674	6998743	CG4590	2773.58765996788	2509.25676346664	2789.99892692349	2415.49515151818	2302.49589202275	2600.9725809293	2427.29729909217	2315.25083192064	2152.63184870073	2690.1280347023	2372.7292133048	2353.8911298317	start	end	0.0980237624873299	6.97848727591564e-11	-0.0728989557805404	1.37678929190699e-05	0.170938378544604	7.04610429063487e-11	3.25747502747404e-09	0.000463228721052432	2.86031957865377e-09	P1	P2	1.34465249107857	Cis_*_Trans	Opposing	0.17092271826787	29.8984723425639
chrX	7013902	7015012	CG4593	215.224413560261	250.039013179361	260.014692893757	146.595567816276	143.694677549144	169.520257670792	268.961807423346	177.894979175823	269.933200075171	164.41614776464	166.939425618907	144.189349453703	start	end	0.455664457468378	4.32839819216462e-11	0.410233675786126	4.56873417806269e-11	0.0453804278579873	0.591108958441951	2.73711415452194e-09	3.55393598125412e-09	0.745348345483748	P1	P1	1.11074366724086	Cis	NA	0.045430781682252	90.02977279934
chr2R	22492213	22494295	CG4610	86.0897654241044	102.852927407113	72.2263035815992	99.9515235110971	89.5978577659366	101.379761940375	83.012903525724	81.0991816830958	123.00753421147	101.448261386693	68.4177973847981	86.5136096722216	start	end	-0.107804832496822	0.204882730632551	0.113125815110625	0.188890175127457	-0.2212017556154	0.0669735656060064	1	1	0.170124526766855	Ambig	Ambig	0.952964028514626	Conserved	NA	-0.220930647607447	33.8642797658125
chr2R	24525714	24526094	CG4612	286.34204586713	269.545602860021	290.968823000157	293.191135632552	277.246201388936	285.857689405649	239.077162154085	248.529750319165	273.35007602549	237.878681872245	229.883799212922	234.307692862267	start	end	-0.0110528220294141	0.817429636469124	0.0804835827841555	0.124799787605587	-0.091589398128139	0.198217619007901	1	1	0.357718729213709	Ambig	P1	0.137330144199172	Conserved	NA	-0.0915364048135696	46.7873436733232
chrX	7102075	7102297	CG4615	153.464364451664	132.999475095405	136.198172468159	174.91516614442	160.599933731396	167.858294360294	136.141161782187	122.956823842113	143.508789913382	146.92506821521	166.939425618907	133.375148244675	start	end	-0.174673525525568	0.0078652129674599	-0.105047708460645	0.125415721173566	-0.0695896095522227	0.46336232560763	0.136670009887069	1	0.633922180601888	P2	Ambig	1.66280186484037	Conserved	NA	-0.069625817064923	60.1394562482043
chrX	7104360	7104498	CG4617	160.950431010282	156.052717445275	127.943737773119	116.610110762947	140.313626312693	126.309211597845	142.782194064245	128.18902911199	136.675038012745	125.935772755894	136.835594769596	136.979881981017	start	end	0.149220232616352	0.0322414623363212	0.0194974994971958	0.784182701515259	0.129727858314885	0.191341285198334	0.483348050181433	1	0.348666341916964	P1	Ambig	7.65330101112778	Conserved	NA	0.129722733119156	13.0662572731167
chr2R	24534414	24535086	CG4622	175.922564127518	141.866106768432	152.707041858238	156.590720167385	106.503113948189	139.604918081828	126.179613359101	107.260208032482	116.173782310833	132.932204575666	139.572306664988	144.189349453703	start	end	0.1555131052227	0.021953652711129	-0.175427941691223	0.0152196898043968	0.331199168157954	0.000843921183166146	0.344735101843294	0.272582876388958	0.00625550617126544	P1	P2	0.8864785377031	Ambiguous	NA	0.330941046913923	34.6442901597233
chrX	7108311	7108550	CG4626	497.823426148082	498.304700024117	550.983515893914	564.726107837699	633.947106834457	594.982865158269	461.551743603026	444.737447939558	474.945757094289	615.686000139929	525.448683915249	497.453255615274	start	end	-0.147825700892916	1.97013070981633e-05	-0.170806161712411	2.77049778896199e-06	0.0229525889905294	0.651100737286805	0.000552245226837964	0.000104116415985059	0.789504775711911	P2	P2	0.865458830120031	Cis	NA	0.022980460819495	88.141358511106
chr2R	24560852	24561087	CG4634	346.230578336072	331.61202457121	394.149256688156	321.510733960696	294.151457571188	299.153395889632	305.487484974664	308.700110922752	365.605726684093	339.326943258938	295.564884702328	338.844971216201	start	end	0.158493272603926	0.000425544333840169	0.00617522228036593	0.89384226927183	0.152325290250508	0.0171452413529881	0.00977756951988368	1	0.0654863366961292	P1	Ambig	25.6660028429833	Ambiguous	NA	0.15231805032356	3.89620466465967
chr3R	23133001	23133263	CG4637	267.626879470585	200.38587581041	257.951084219997	169.917589968865	194.4104460959	174.506147602286	249.038710577172	258.994160858919	256.265696273897	171.412579584412	216.200239735962	194.655621762499	start	end	0.298011658691123	1.25014230010346e-07	0.271956604489199	6.58943778823305e-07	0.0260020842859312	0.744798636738138	4.72209546394422e-06	2.7309138105776e-05	0.852240506548453	P1	P1	1.0958059255478	Cis	NA	0.026055054201924	91.257035272929
chrX	12909952	12910688	CG4645	157.207397730973	147.186085772248	163.025085227038	159.922437617755	153.837831258495	156.224551186808	169.346323192477	167.430568636069	133.258162062426	157.419715944868	175.149561305083	191.050888026156	start	end	-0.00543846638726736	0.931359142710076	-0.107881928596238	0.0888519226995865	0.102449175066471	0.262275378247956	1	1	0.431652022903651	Ambig	Ambig	0.0504112825756158	Conserved	NA	0.102443462208971	51.2928696736154
chr2R	13219943	13220225	CG4646	106.676448460303	125.906169756983	130.007346446879	134.934556739981	136.932575076243	151.238661255314	96.2949680898399	136.037337016806	136.675038012745	136.430420485552	177.886273200475	198.260355498841	start	end	-0.15425689728761	0.0306275982501929	-0.328545303668313	1.16528116778092e-06	0.174283384687884	0.0784897819511405	0.462909657637788	4.6303086616844e-05	0.19070109985166	P2	P2	0.469514844879177	Ambiguous	NA	0.174288406380703	65.3387585403307
chrX	12907105	12907244	CG4647	166.564980929245	136.546127764616	113.498477056799	176.581024869605	125.098895748666	132.957064839837	159.38477476939	190.975492350516	136.675038012745	136.430420485552	117.678611501853	180.236686817128	start	end	-0.0422908909609802	0.535669311081752	0.114415332704449	0.0833401325390754	-0.156843381638775	0.0986947585542879	1	1	0.221346193543976	Ambig	Ambig	0.369626080363054	Conserved	NA	-0.156706223665429	42.2007509238246
chr2R	13225690	13225751	CG4654	37.4303327930889	42.5598320305296	51.5902168439994	29.9854570533291	40.5726148374052	39.887119451951	39.8461936923475	20.9288210795086	37.5856354535049	17.4910795494298	16.4202713723515	21.6284024180554	start	end	0.174929228353665	0.175745077898599	0.571464199679495	0.000469476686223687	-0.397185086275232	0.0588647922156065	1	0.0120899440957531	0.156021429064395	P1	P1	0.306107064015163	Ambiguous	NA	-0.39653497132583	59.0356083761926
chr3L	9134766	9134890	CG4665	473.493709832574	478.798110343458	420.976169447035	523.079639708075	551.111351541421	626.56016805773	441.628646756852	515.372219082899	509.114516597475	500.244875113692	563.762650450736	540.710060451385	start	end	-0.213827924299833	1.59579172098745e-09	-0.0902950133413038	0.0123232275788312	-0.123514566711154	0.0157576602971881	7.16246763175639e-08	0.224700639067398	0.0613812687830116	P2	P2	2.36810335795168	Ambiguous	NA	-0.123532910958529	42.2278865760726
chr2R	13233469	13235042	CG4670	248.911713074041	262.452297521599	274.459953610077	246.547091327373	273.865150152485	250.956459885192	239.077162154085	303.467905652875	205.012557019117	311.34121597985	221.673663526746	277.564497698378	start	end	0.0185279956253132	0.717060831444183	-0.0808832892128466	0.110066926794839	0.0994726228649762	0.166329798984119	1	1	0.322340762580745	Ambig	Ambig	0.229070748799004	Conserved	NA	0.0994112848381598	44.8617434210551
chr3L	16412754	16412880	CG4672	262.012329551622	310.332108555945	282.714388305117	301.520429258476	360.081956681972	345.688368583575	262.320775141288	298.235700382997	273.35007602549	342.825159168824	265.461053853017	346.054438688886	start	end	-0.163790936305021	0.000413494076452636	-0.134835990514908	0.00436378303240614	-0.0289280187193627	0.661121214279623	0.00953032330948984	0.089921655035947	0.794163462495464	P2	Ambig	1.21474196673708	Ambiguous	NA	-0.028954945790113	82.3220097257449
chr3R	25623171	25623405	CG4673	417.348210642941	416.731688632269	373.513169950556	296.522853082921	333.033546790368	255.942349816685	388.500388500389	442.121345304619	420.275741889191	297.348352340306	303.775020388504	252.33136154398	start	end	0.310179275129694	5.58149397487698e-11	0.382266352657898	5.25241119522169e-11	-0.0720535645568467	0.249337797075401	2.96775345286508e-09	3.60553411927001e-09	0.417259170615977	P1	P1	0.811421860629421	Cis	NA	-0.072087077528204	84.1341403544203
chr2R	13238999	13239467	CG4679	155.335881091319	177.33263346054	154.770650531998	188.2420359459	157.218882494945	137.94295477133	146.102710205274	141.269542286683	112.756906360515	111.942909116351	109.468475815677	165.817751871758	start	end	0.00827480455627466	0.899811254624562	0.0327065190108367	0.648696495997455	-0.0244042467664906	0.797017219150286	1	1	0.881716119866858	Ambig	Ambig	0.253001689159674	Conserved	NA	-0.024431714454562	57.2410398908164
chr3R	19864456	19864925	CG4686	230.196546677497	239.399055171729	189.851997985918	139.932132915536	158.909408113171	131.295101529339	235.756646013056	258.994160858919	235.764440571985	150.423284125096	136.835594769596	155.00355066273	start	end	0.42721941852995	4.38097592919223e-11	0.501771288438407	4.08936861286345e-11	-0.0745287526059108	0.387064403778337	2.74041743951818e-09	3.46073529055936e-09	0.565856509201154	P1	P1	0.851422607019875	Cis	NA	-0.074551869908457	87.0642245017009
chr2R	24599084	24599497	CG4692	647.544757320437	657.904070138603	670.672818971993	619.699445768802	787.784938092952	852.587178285452	820.167486834153	766.518072037002	806.382724275195	899.041488840691	845.643975676105	807.460356940735	start	end	-0.134206998412647	1.28068083782296e-05	-0.0643306332110635	0.0237222278633957	-0.0698591190245798	0.095447076296314	0.00036823996113997	0.399462858006957	0.216842535239418	Ambig	P2	2.08620670610104	Ambiguous	NA	-0.0698763652015835	47.933888673425
chr2R	16525373	16525461	CG4700	2584.56447936279	2791.2156506689	2806.50779631357	2682.03254754777	2501.97791497332	2546.12779168287	2470.46400892555	2417.27883468324	2340.56002596826	2592.17798922549	2205.78978768589	2191.67811169628	start	end	0.0568307277147549	0.00036180784420421	0.0335843721964916	0.0462969916273904	0.0232400785841161	0.317344687461548	0.00842664006036708	0.71039245155365	0.493121038184221	Ambig	Ambig	1.69217776000862	Ambiguous	NA	0.0232463555182633	59.0954463315312
chr3R	19877747	19877911	CG4703	37.4303327930889	37.2398530267134	45.3993908227195	26.6537396029592	27.0484098916035	21.6055230364734	26.5641291282317	20.9288210795086	27.335007602549	24.4875113692017	41.0506784308789	32.4426036270831	start	end	0.466374360094027	0.00124459278591093	-0.269405521518551	0.0774206059323521	0.737832902835946	0.000451810695388519	0.025838627456977	1	0.00369330612055911	P1	Ambig	1.73112398537798	Trans	NA	0.735779881612578	26.8015751799976
chr2R	24606784	24607018	CG4707	112.290998379267	118.812864418562	109.371259709279	116.610110762947	109.884165184639	127.971174908343	132.820645641158	104.644105397543	112.756906360515	94.4518295669209	147.782442351164	93.7230771449067	start	end	-0.040189054067835	0.594588096193624	0.0415083930922308	0.589029558239762	-0.0818118690020532	0.445703494612912	1	1	0.61683859170057	Ambig	Ambig	0.968215126481426	Conserved	NA	-0.0816974471600658	33.6902804341347
chr3L	16382381	16382739	CG4729	108.547965099958	115.266211749351	86.6715642979191	106.614958411837	81.1452296748105	117.999395045355	102.936000371898	83.7152843180344	133.258162062426	97.9500454768068	112.205187711069	144.189349453703	start	end	0.0152738916014737	0.852060295988212	-0.102136413079035	0.184374277300398	0.117546745975995	0.293358366285863	1	1	0.466246125459785	Ambig	Ambig	0.149544037635769	Conserved	NA	0.117410304680509	46.5214939769215
chr3R	25678595	25678681	CG4730	37.4303327930889	39.0131793613188	51.5902168439994	21.6561634274044	25.3578842733783	11.6337431734857	33.2051614102896	26.1610263493857	27.335007602549	24.4875113692017	10.9468475815677	39.6520710997682	start	end	0.780716381756031	1.77691303330397e-07	0.143629021215147	0.364145706164697	0.638469046497147	0.00393129777834029	6.54459980735349e-06	1	0.0204677090681844	P1	Ambig	5.4356450747274	Trans	NA	0.637087360540884	18.3970804983096
chr2R	23843135	23843279	CG4735	52.4024659103244	47.8798110343458	45.3993908227195	63.3026315570282	52.4062941649818	53.1828259359346	76.3718712436661	41.8576421590172	58.0868911554166	48.9750227384034	51.9975260124466	54.0710060451385	start	end	-0.147683051622042	0.1902703870239	0.128422554817944	0.24457557468074	-0.276618759402267	0.0788150448676075	1	1	0.190960921267407	P2	Ambig	1.14997752405255	Conserved	NA	-0.276105606439986	31.7462582626135
chrX	16783953	16784344	CG4742	290.085079146439	296.145497879102	235.251388808637	258.208102403668	289.079880716512	284.195726095151	312.128517256722	285.155187208305	300.685083628039	367.312670538026	292.828172806936	288.378698907405	start	end	-0.0120722481854151	0.803995411128422	-0.0547149668497046	0.238977339278172	0.0426234711654736	0.531292286660724	1	1	0.696359120977892	Ambig	Ambig	0.220638865021633	Conserved	NA	0.0426427186642895	56.1999461684408
chrX	6012074	6013178	CG4746	1517.79999475975	1555.20719544894	1644.6961129867	1722.49792184124	1778.43295037293	1751.70932926485	1573.92465084773	1640.29635210649	1541.0110535937	1784.09011404184	1817.17669854024	1809.57633564397	start	end	-0.107392029021188	8.4400895161707e-08	-0.129141213463093	0	0.0217395177101683	0.444293674963538	3.2489122605456e-06	0	0.616187422359579	P2	P2	0.831586030062195	Cis	NA	0.021749184441905	85.5861043884326
chr3R	19905138	19905360	CG4755	99.1903819016855	90.4396430648754	90.798781645439	81.6270775340626	74.3831272019096	78.112275593404	99.6154842308688	115.108515937297	126.424410161789	66.4661022878332	60.2076616986223	54.0710060451385	start	end	0.180357521687895	0.0414397039907858	0.635145789356732	2.41939120280384e-11	-0.455019710633226	0.000339402424880841	0.600535419824776	2.66725942039765e-09	0.00291997364881091	P1	P1	0.283962398413377	Compensatory	Opposing	-0.454788267668837	58.2737813597683
chrX	16787755	16788342	CG4756	202.12379708268	207.479181148832	175.406737269598	246.547091327373	201.172548568801	269.238056300669	252.359226718201	167.430568636069	194.761929168162	188.903659133842	229.883799212922	277.564497698378	start	end	-0.203311470090534	0.000249156646577875	-0.124893975651837	0.0237453404948218	-0.0783822033785215	0.316991237343314	0.00595302785209368	0.399462858006957	0.493121038184221	Ambig	Ambig	1.62787251370153	Ambiguous	NA	-0.078417494438697	61.4298719084674
chrX	5999993	6000797	CG4766	664.388407077327	553.277816396885	674.800036319513	366.488919540689	442.917711975007	413.828864313991	544.56464712875	507.523911178083	604.787043206396	461.764500104946	476.187869798195	537.105326715042	start	end	0.436328066809857	5.357123494326e-11	0.116195849598436	0.00117907423606615	0.320133568321179	6.64392700923874e-11	2.92775600981044e-09	0.0280805029630206	2.86031957865377e-09	P1	P1	3.75510888140819	Cis_+_Trans,opposing	Opposing	0.320132217211421	26.6303862705838
chrX	16792153	16792734	CG4768	104.804931820649	74.4797060534268	68.0990862340793	86.6246537096175	74.3831272019096	86.4220921458938	76.3718712436661	65.4025658734643	64.9206430560538	97.9500454768068	76.6279330709739	50.4662723087959	start	end	-0.000171638478849337	0.996138188789836	-0.0849235785727998	0.376703064340701	0.0848058610576395	0.521974309143541	1	1	0.688964078064714	Ambig	Ambig	0.0020210933374905	Conserved	NA	0.0847519400939505	50.0505784453167
chr3L	5360189	5360411	CG4769	683.103573473872	636.624154123338	689.245297035832	726.314404180639	694.806029090565	774.474902692048	747.116131731516	672.338377179213	724.377701467548	797.593227453998	637.653871626318	692.108877377773	start	end	-0.0887974276206555	0.00400230692669012	0.00770729922980656	0.8036495852163	-0.0965283061841622	0.0263058317262903	0.0742601631227361	1	0.089412567940137	P2	Ambig	11.5212119022508	Conserved	NA	-0.0965047268504621	7.39578676252783
chr3R	25685767	25685983	CG4774	155.335881091319	141.866106768432	115.562085730559	106.614958411837	114.955742039315	98.0558353193795	116.218064936014	167.430568636069	177.677549416568	87.455397747149	158.729289932732	104.537278353934	start	end	0.255622107040569	0.000568734357695188	0.27402402651792	0.000100699616107048	-0.0184858809261751	0.854973095496124	0.0128152705825069	0.0029455881426911	0.917566217824879	P1	P1	0.932845598573278	Cis	NA	-0.018401919477351	93.7071522792821
chr3L	5366484	5366735	CG4780	101.06189854134	78.0263587226376	66.0354775603193	89.9563711599874	109.884165184639	104.703688561371	89.653935807782	91.5635922228501	88.8387747082842	90.9536136570349	62.9443735940143	100.932544617592	start	end	-0.216941736828849	0.0110453988832826	0.0579344826657968	0.509264006733256	-0.275189879955645	0.0242445830784555	0.184574615801189	1	0.0842619682090957	Ambig	Ambig	3.74460471288417	Conserved	NA	-0.274876219494646	17.4076381227271
chrX	16800953	16801005	CG4789	273.241429389549	226.985770829491	200.170041354718	286.527700731812	285.698829480062	267.576092990171	205.872000743796	219.75262133484	273.35007602549	290.351920520535	276.407901434584	306.402367589118	start	end	-0.181459389302291	0.000374881218995871	-0.222445550046834	1.06419985479445e-05	0.040951597407682	0.572068629379512	0.00869459195165536	0.000366396015067352	0.728693244413514	P2	P2	0.815747445898946	Cis	NA	0.040986160744543	84.4414476065102
chr2R	23818050	23818326	CG4797	119.777064937884	122.359517087773	121.752911751839	154.924861442201	128.479946985117	146.25277132382	159.38477476939	143.885644921622	184.511301317206	115.441125026237	125.888747188029	118.956213299305	start	end	-0.166043380114818	0.0194018595381864	0.302875704129564	1.12253015636324e-05	-0.469257735067357	2.13343583599368e-06	0.30815651326216	0.000384686680983355	3.88759419003293e-05	P2	P1	0.548222844721107	Compensatory	Opposing	-0.468919084244382	39.2430356737284
chr3R	11210252	11211284	CG4800	462.264609994647	482.344763012669	418.912560773275	513.084487356965	287.389355098287	358.984075067559	428.346582192736	361.022163621523	464.695129243333	395.298397817113	421.453631890356	450.591717042821	start	end	0.162102353363246	4.88788788271147e-05	-0.0105149578065404	0.789684133184838	0.172667755784675	0.0022311110033745	0.00130202444438	1	0.0133358434461382	Ambig	Ambig	15.4163579489037	Trans	NA	0.172617311169786	5.7417285688191
chr2R	17427719	17428093	CG4802	121.648581577539	74.4797060534268	105.244042361759	114.944252037762	125.098895748666	116.337431734857	89.653935807782	88.9474895879115	109.340030410196	143.426852305324	95.7849163387174	90.1183434085641	start	end	-0.167554482826577	0.0316991714431583	-0.134191301964098	0.0954121136126154	-0.03332025678411	0.764712121127731	0.476830295790401	1	0.862684697265334	Ambig	Ambig	1.24862401939736	Conserved	NA	-0.033363180862479	80.0881598035126
chr2R	24667183	24668330	CG4806	151.59284781201	170.239328122118	169.215911248318	173.249307419235	169.052561822522	187.801854086269	126.179613359101	159.582260731253	167.426921565613	153.921500034982	155.99257803734	158.608284399073	start	end	-0.0764585749401178	0.221156638611918	-0.0332149300171344	0.612328694878431	-0.0432101957902424	0.632585931651225	1	1	0.775294481388517	Ambig	Ambig	2.30193394659196	Conserved	NA	-0.0432436449229834	43.4417330471412
chr2R	23808809	23808995	CG4817	1145.36818346852	1214.7285392047	986.404946057269	1216.07686938501	1176.60583028475	1105.20560148114	899.859874218849	1185.09449362717	1052.39779269814	976.002238858182	1146.68228416922	1157.11952936596	start	end	-0.0442348475078525	0.0673007401876189	-0.0443953743169822	0.0753674130593516	0.000150811573512659	0.998888177270015	0.916035216162322	1	0.999268996247243	Ambig	Ambig	0.996384154619724	Conserved	NA	0.000160526809129702	99.6397181853076
chr3R	11217623	11217695	CG4820	69.2461156672144	49.6531373689512	61.9082602127993	69.966066457768	50.7157685467566	74.7883489724081	43.1667098333765	60.1703606035872	44.4193873541421	34.9821590988596	76.6279330709739	72.0946747268513	start	end	-0.0778438740425357	0.449157884431141	-0.217614592976453	0.04782728246993	0.139792682115233	0.356858002260841	1	0.730838985905129	0.535901146149937	P2	Ambig	0.357714402227422	Conserved	NA	0.139770718933917	60.8907489267576
