chrom	start	end	zhr1_zhr	zhr2_zhr	zhr3_zhr	z301_z30	z302_z30	z303_z30	zhrz301_z30	zhrz301_zhr	zhrz302_z30	zhrz302_zhr	zhrz303_z30	zhrz303_zhr
chr3R	23802350	23803414	19	12	22	3	9	4	10	19	8	12	10	10
chr3R	23813341	23814932	19	9	21	1	10	2	4	8	6	8	1	8
chr3R	23816442	23826931	654	334	675	55	273	99	245	456	196	422	239	357
chr3R	23844601	23846845	25	16	36	4	7	5	5	17	4	16	9	21
chr3R	23849240	23850309	16	11	22	3	12	2	11	11	7	15	8	10
chr3R	23858722	23860838	338	182	337	24	166	43	117	199	108	188	134	183
chr3R	23861395	23870478	827	388	802	77	346	105	284	553	306	484	254	515
chr3R	23884158	23886326	210	103	282	29	115	43	104	144	83	114	86	118
chr3R	23886570	23887196	143	73	134	16	91	24	100	127	101	111	84	118
chr3R	23894834	23895715	52	21	38	4	16	3	11	19	5	20	11	19
chr3R	23896076	23901299	90	45	78	7	28	21	27	43	24	58	30	49
chr3R	23907059	23909639	360	136	248	27	121	48	104	220	88	222	66	176
chr3R	23910810	23913080	200	104	266	17	70	25	52	163	52	114	50	101
chr3R	23925492	23930139	268	128	315	39	168	39	173	202	141	172	143	167
chr3R	23930685	23937584	928	422	954	120	433	133	346	494	327	497	274	533
chr3R	23938025	23946154	854	363	787	112	550	171	430	509	341	507	385	501
chr3R	23961662	23963648	145	50	146	3	15	5	23	60	11	71	9	64
chr3R	23984916	23988284	303	126	327	37	208	61	156	181	164	146	151	189
chr3R	24027648	24028453	39	19	37	4	8	3	7	14	6	11	3	18
chr3R	24029007	24034009	1496	713	1495	187	806	301	619	867	520	859	533	847
chr3R	24046412	24049167	346	196	438	45	128	50	136	287	145	273	141	240
chr3R	24049945	24055506	228	103	254	21	100	41	55	147	66	136	62	143
chr3R	24056304	24057709	114	50	128	17	79	26	80	84	65	73	51	59
chr3R	24067585	24069597	38	33	57	13	21	19	23	27	36	21	22	24
chr3R	24069823	24072234	49	15	32	3	20	13	21	29	23	25	26	33
chr3R	24109000	24113408	280	110	249	59	137	70	159	179	112	161	84	142
chr3R	24114354	24124406	261	137	254	20	73	20	53	108	56	137	65	131
chr3R	24133285	24145315	942	429	927	167	645	184	451	632	472	591	450	611
chr3R	24167889	24170649	167	94	182	11	45	19	26	123	24	102	27	95
chr3R	24171150	24173626	44	32	63	6	29	8	38	33	29	44	37	36
chr3R	24185339	24192108	260	127	286	28	143	42	139	159	115	158	96	168
chr3R	24193419	24195033	78	31	117	19	42	17	102	99	82	67	44	51
chr3R	24195562	24200617	80	40	79	13	30	13	30	45	38	42	36	62
chr3R	24205225	24207374	136	55	125	15	56	14	54	85	52	82	30	69
chr3R	24212283	24219948	427	216	400	54	171	40	140	280	135	264	155	246
chr3R	24226932	24228187	35	19	52	7	22	3	18	24	22	27	22	20
chr3R	24229522	24230959	192	100	302	54	168	73	160	153	180	180	169	162
chr3R	24231333	24232813	32	25	32	7	20	8	18	20	8	18	23	20
chr3R	24239440	24241458	51	18	31	10	22	13	26	30	20	18	15	16
chr3R	24246140	24247959	46	25	35	4	15	8	10	22	9	25	14	18
chr3R	24252203	24252859	269	127	255	2	3	4	6	200	6	141	3	158
chr3R	24254953	24260483	403	185	359	23	67	26	55	276	54	288	60	260
chr3R	24261280	24262258	55	37	69	3	26	11	21	51	16	27	12	24
chr3R	24262752	24268366	463	179	395	35	196	53	178	338	146	254	122	256
chr3R	24268992	24269710	33	17	37	2	11	4	12	23	13	20	10	23
chr3R	24278871	24281715	57	35	52	1	12	6	11	32	14	31	10	39
chr3R	24281995	24283621	22	12	28	1	6	7	8	21	12	21	2	20
chr3R	24283983	24284891	17	4	21	6	11	6	4	12	6	13	5	10
chr3R	24289042	24290895	58	24	63	4	8	5	4	38	11	43	8	40
chr3R	24294109	24297600	367	156	424	52	239	66	246	297	241	275	244	209
chr3R	24312225	24313474	24	11	30	2	15	7	9	11	20	13	20	21
chr3R	24319329	24321892	106	46	119	16	54	18	53	83	57	77	43	73
chr3R	24322579	24325513	67	22	42	5	21	8	23	27	26	19	26	41
chr3R	24333273	24335056	284	132	197	33	136	53	95	106	74	114	76	125
chr3R	24336415	24340359	97	50	100	9	36	9	24	45	27	45	21	54
chr3R	24348357	24350587	334	151	332	20	113	36	70	197	53	191	53	190
chr3R	24356116	24358358	144	64	156	14	40	19	45	74	40	67	34	83
chr3R	24358826	24361409	32	24	48	4	8	4	13	27	14	36	4	29
chr3R	24367460	24369150	31	11	30	4	27	3	15	17	10	16	10	17
chr3R	24369377	24372893	96	41	84	2	29	6	20	59	17	50	12	54
chr3R	24376329	24379057	29	25	41	2	10	9	10	24	8	30	5	24
chr3R	24382313	24384224	33	13	32	3	16	8	19	20	17	20	15	22
chr3R	24385832	24388813	50	29	39	3	18	1	14	21	15	17	6	31
chr3R	24389315	24393721	113	65	104	13	62	25	46	60	35	59	45	53
chr3R	24404433	24406382	25	17	27	3	4	2	2	8	3	13	2	15
chr3R	24417371	24422680	49	24	60	6	15	9	13	27	19	29	12	31
chr3R	24471982	24477076	29	26	43	1	7	2	12	22	11	32	6	31
chr3R	24504545	24508446	48	24	54	1	7	4	4	28	6	32	5	32
chr3R	24510509	24513332	38	19	56	2	12	3	4	31	7	38	12	22
chr3R	24513633	24520944	484	256	415	65	286	105	204	238	202	255	202	264
chr3R	24522954	24525383	127	55	122	8	36	9	22	88	13	83	17	87
chr3R	24525791	24527584	129	45	97	8	50	15	61	81	36	57	36	59
chr3R	24529680	24536168	380	177	373	37	160	54	120	257	111	234	111	243
chr3R	24536484	24541676	100	59	72	6	19	9	14	58	23	52	15	52
chr3R	24542143	24544301	534	236	542	20	57	26	57	380	34	342	18	299
chr3R	24549333	24552351	113	70	148	4	55	15	43	92	43	84	36	82
chr3R	24571167	24574352	178	91	294	27	51	23	71	205	70	166	29	141
chr3R	24574752	24576102	16	6	29	1	7	2	4	14	3	13	3	14
chr3R	24577013	24578026	20	6	23	4	7	1	5	13	5	14	9	17
chr3R	24581288	24586130	989	455	1048	79	325	109	266	630	219	564	223	584
chr3R	24586706	24588751	32	14	52	2	6	4	7	22	7	32	5	26
chr3R	24589205	24591067	59	23	70	6	30	13	18	46	34	62	31	59
chr3R	24595169	24599537	276	127	400	15	93	23	81	256	52	196	56	143
chr3R	24601348	24603052	17	5	23	4	19	3	6	14	10	18	8	19
chr3R	24603975	24606440	99	54	106	5	23	11	25	70	30	64	22	61
chr3R	24606836	24610256	223	98	197	9	49	19	40	111	29	112	36	107
chr3R	24616030	24622449	526	230	456	49	236	75	178	265	121	199	157	276
chr3R	24624017	24626776	545	247	554	41	135	64	116	340	97	302	79	345
chr3R	24629636	24630313	114	47	118	21	79	26	68	54	65	80	73	72
chr3R	24636048	24640102	69	42	58	2	27	7	12	24	28	31	15	33
chr3R	24649235	24653159	196	79	181	20	80	34	68	98	58	108	63	100
chr3R	24654702	24655788	133	75	249	13	44	10	45	151	41	136	45	101
chr3R	24657836	24659639	39	16	32	7	7	2	9	27	11	19	9	19
chr3R	24660096	24661827	49	24	39	3	21	7	9	20	12	30	11	39
chr3R	24662197	24663768	24	17	35	2	2	5	6	7	8	15	2	17
chr3R	24668869	24672120	22	19	39	2	13	4	4	9	3	21	14	17
chr3R	24693954	24695613	19	13	22	4	13	6	7	6	11	13	10	10
chr3R	24711665	24716505	401	159	281	16	113	35	81	252	84	211	51	187
chr3R	24718052	24724774	667	231	510	33	182	47	137	388	125	403	123	389
chr3R	24725274	24728605	44	30	47	3	17	6	17	24	15	35	9	32
chr3R	24734697	24736652	26	17	24	1	14	1	9	25	11	28	10	16
chr3R	24739856	24742994	34	27	28	5	14	4	16	30	9	27	15	30
chr3R	24747002	24750714	306	133	195	17	135	27	75	159	78	195	99	221
chr3R	24750948	24753639	56	29	53	4	11	8	11	45	13	37	13	34
chr3R	24754087	24755625	37	17	37	4	10	4	6	18	17	23	11	23
chr3R	24756078	24759413	59	26	60	3	15	7	10	28	18	30	15	48
chr3R	24760830	24762083	35	17	20	3	7	6	7	16	10	20	7	27
chr3R	24766031	24768722	346	209	377	59	295	83	189	265	191	240	211	292
chr3R	24769566	24773453	62	43	105	6	18	14	15	30	16	45	6	51
chr3R	24786991	24790602	147	79	173	7	12	8	14	98	10	76	9	91
chr3R	24791437	24793963	44	21	50	5	11	1	2	17	8	21	10	30
chr3R	24795367	24799932	165	83	131	16	76	20	49	96	37	123	46	112
chr3R	24804512	24805801	174	93	126	10	77	14	50	97	52	68	67	84
chr3R	24806346	24808056	33	18	29	4	27	5	14	13	10	14	12	17
chr3R	24811163	24813922	167	67	177	25	137	42	114	106	95	126	87	108
chr3R	24821058	24823357	83	29	62	8	12	10	30	33	35	53	24	36
chr3R	24827324	24828598	26	14	39	2	7	9	19	16	18	19	14	9
chr3R	24829555	24830685	101	43	100	12	44	8	31	79	25	70	21	58
chr3R	24834814	24836889	34	13	35	1	9	2	11	14	5	34	3	26
chr3R	24838883	24843214	51	27	77	1	15	11	21	36	13	21	12	22
chr3R	24843688	24845786	34	14	51	7	19	4	12	32	7	27	13	32
chr3R	24848163	24852658	261	137	290	24	110	32	69	133	81	141	92	137
chr3R	24855227	24859465	104	58	102	6	47	15	36	65	23	57	31	54
chr3R	24859726	24862869	85	66	113	16	68	23	41	57	41	52	29	56
chr3R	24865508	24867493	55	26	48	5	24	16	19	35	24	40	27	34
chr3R	24867869	24868508	53	17	41	4	5	3	15	27	10	27	15	28
chr3R	24868716	24871154	568	274	456	81	359	108	231	323	225	320	262	315
chr3R	24873042	24873966	35	10	23	1	10	4	10	12	8	19	4	17
chr3R	24876161	24876750	180	82	170	25	133	31	105	97	80	101	84	84
chr3R	24876973	24882914	180	71	174	9	34	15	25	132	30	127	40	86
chr3R	24883291	24884263	35	11	21	2	13	6	13	11	13	23	13	16
chr3R	24884853	24886392	26	17	28	3	4	1	10	12	9	15	5	20
chr3R	24887576	24888814	70	35	79	15	76	21	54	35	50	25	37	25
chr3R	24889064	24892510	250	126	277	35	152	54	108	169	110	201	132	187
chr3R	24893618	24897476	408	172	364	21	102	26	88	370	91	339	64	277
chr3R	24917405	24919088	221	103	266	27	109	20	85	138	76	110	88	114
chr3R	24926416	24927533	41	15	51	6	15	4	25	47	19	39	24	33
chr3R	24938968	24941959	68	40	64	7	34	9	25	32	26	28	28	38
chr3R	24943751	24945698	198	101	268	18	95	31	71	127	72	147	67	135
chr3R	24959584	24962293	52	14	68	4	16	6	13	30	15	33	12	35
chr3R	24965250	24967556	306	160	356	35	137	64	138	209	101	132	67	103
chr3R	24971072	24976362	362	175	347	27	190	75	225	198	152	140	180	164
chr3R	24984918	24986017	452	223	381	87	339	134	272	302	211	279	228	234
chr3R	24989937	24991109	18	7	23	1	2	1	11	15	3	11	4	10
chr3R	24991869	24992687	44	15	33	5	17	2	7	16	6	26	9	27
chr3R	24993219	24994866	70	20	80	8	31	9	32	36	33	45	22	25
chr3R	24995672	24997929	100	36	91	8	41	13	43	55	25	46	26	44
chr3R	24998523	24999680	21	6	29	1	2	2	4	12	2	7	3	8
chr3R	25001161	25003177	65	31	67	5	12	7	21	34	6	19	11	24
chr3R	25004328	25005479	50	22	47	4	8	6	11	22	5	18	7	16
chr3R	25005805	25006483	15	7	24	2	4	4	3	5	6	7	6	6
chr3R	25008491	25010072	42	25	62	3	13	3	16	23	7	6	19	20
chr3R	25010560	25012082	97	42	89	2	27	3	21	33	16	50	22	45
chr3R	25012390	25019023	272	128	242	15	31	13	34	95	33	98	44	114
chr3R	25020252	25022233	75	42	67	5	18	12	20	26	14	14	10	32
chr3R	25022461	25025260	168	83	216	13	73	18	91	136	56	138	62	117
chr3R	25027151	25028461	31	20	47	5	13	7	12	14	8	16	13	13
chr3R	25031410	25033976	102	50	132	22	75	22	80	62	64	71	59	63
chr3R	25035535	25036801	20	12	22	1	9	1	8	16	8	10	6	12
chr3R	25037024	25039289	96	45	173	15	45	13	60	110	66	102	66	84
chr3R	25047454	25049861	440	166	355	15	79	15	55	225	49	199	41	206
chr3R	25053741	25055602	112	39	110	13	53	21	49	62	34	60	45	55
chr3R	25056595	25057712	79	44	78	6	33	14	25	61	25	64	25	44
chr3R	25058776	25059763	25	13	35	5	12	6	17	10	6	13	8	16
chr3R	25065173	25066620	115	45	143	12	28	12	38	76	24	61	18	73
chr3R	25066900	25068580	40	12	25	3	10	3	16	16	10	19	15	27
chr3R	25069424	25072493	128	65	218	13	50	18	47	124	33	131	24	126
chr3R	25072750	25076470	112	35	134	15	47	13	36	109	42	80	38	72
chr3R	25077179	25077979	23	18	13	2	16	13	13	12	13	18	17	25
chr3R	25080173	25082081	147	88	154	19	83	35	63	113	63	102	55	104
chr3R	25083070	25084588	26	17	30	2	18	4	9	12	9	17	14	11
chr3R	25089889	25091880	164	95	148	9	64	22	30	77	51	96	42	111
chr3R	25094240	25096298	150	82	168	5	21	7	13	92	21	131	32	124
chr3R	25096562	25099716	268	107	279	20	139	39	102	187	101	161	119	157
chr3R	25108954	25111366	77	47	74	3	13	7	6	52	12	39	8	44
chr3R	25113085	25115127	46	23	34	2	21	2	9	23	9	25	15	18
chr3R	25117515	25121060	38	33	44	7	22	13	27	27	29	35	15	31
chr3R	25121347	25123238	44	19	93	10	32	5	58	70	34	41	17	39
chr3R	25123788	25124606	37	18	21	4	18	3	10	18	11	14	9	18
chr3R	25131288	25132050	15	10	25	2	11	3	14	10	14	13	11	7
chr3R	25132414	25134347	29	21	23	1	6	1	6	14	8	10	7	8
chr3R	25137577	25138468	247	73	129	31	124	42	91	105	75	82	83	100
chr3R	25140286	25142089	108	38	67	5	37	11	24	40	19	37	18	50
chr3R	25144475	25145877	26	7	28	3	30	2	16	39	30	35	24	20
chr3R	25149267	25150299	30	13	33	8	21	2	13	27	16	20	12	13
chr3R	25150553	25153951	45	19	38	7	15	6	20	25	10	24	12	24
chr3R	25158551	25159233	25	20	31	6	16	7	9	21	11	14	10	16
chr3R	25159768	25162901	63	32	57	7	21	11	18	49	25	55	30	43
chr3R	25170750	25175203	190	87	153	10	41	13	30	112	19	131	17	127
chr3R	25175412	25176788	24	13	32	3	12	5	10	12	13	26	13	18
chr3R	25183632	25185471	283	113	162	33	188	56	129	129	132	138	133	150
chr3R	25186492	25192402	424	191	297	38	175	64	113	201	101	178	109	240
chr3R	25192939	25195127	80	36	69	5	26	1	28	60	21	69	19	46
chr3R	25200989	25202702	17	7	29	4	11	4	10	12	7	17	5	12
chr3R	25202944	25205730	90	37	68	11	60	14	51	51	34	76	46	58
chr3R	25205984	25209149	105	55	149	6	22	6	37	119	26	127	20	81
chr3R	25212217	25215287	94	49	90	3	24	8	19	57	20	58	21	43
chr3R	25218174	25220398	38	23	51	1	5	3	7	35	8	24	5	33
chr3R	25223557	25224995	23	7	22	2	7	2	6	12	5	13	10	10
chr3R	25229042	25230675	20	10	35	1	8	1	14	14	11	23	16	16
chr3R	25231689	25233506	133	69	129	17	27	14	20	82	15	89	14	65
chr3R	25236111	25237085	24	13	28	3	29	1	30	24	24	23	30	18
chr3R	25237444	25243037	177	93	139	14	58	19	35	94	39	103	39	103
chr3R	25246783	25249843	349	180	413	65	180	71	170	251	179	239	158	205
chr3R	25252671	25253833	27	9	41	1	10	6	9	10	8	15	7	19
chr3R	25254576	25255380	22	8	21	3	25	3	13	9	10	9	14	11
chr3R	25261105	25262742	99	43	95	6	56	17	32	40	31	43	46	37
chr3R	25263545	25264765	29	16	29	1	15	3	20	10	9	12	12	17
chr3R	25265176	25265888	156	92	155	16	116	38	63	89	67	73	77	58
chr3R	25269839	25271236	38	23	40	12	16	6	16	21	12	18	9	21
chr3R	25271460	25273167	21	13	33	4	5	3	2	15	7	15	6	13
chr3R	25273602	25275613	43	27	40	4	16	7	20	29	13	35	19	32
chr3R	25276062	25277194	19	7	21	2	6	5	7	6	7	14	6	12
chr3R	25279408	25282430	59	31	74	4	24	10	18	41	20	31	27	36
chr3R	25282678	25285175	29	15	34	6	25	6	20	25	23	12	19	24
chr3R	25285970	25287860	24	13	35	2	7	1	8	19	10	19	9	16
chr3R	25289425	25290875	31	11	52	5	23	11	15	21	31	24	29	24
chr3R	25291138	25295839	310	113	297	44	224	73	247	184	210	188	177	149
chr3R	25296173	25299520	49	21	46	5	14	4	14	27	17	34	14	26
chr3R	25312948	25317678	197	88	235	16	84	34	63	99	71	173	61	124
chr3R	25328468	25330336	697	323	679	4	19	6	14	410	17	389	14	398
chr3R	25330599	25331372	134	38	115	1	31	3	24	66	25	74	34	60
chr3R	25331684	25332939	36	20	43	1	7	3	4	13	7	18	5	19
chr3R	25333593	25335840	158	66	162	11	71	22	55	81	65	94	66	88
chr3R	25336197	25338697	22	10	24	2	9	5	11	4	5	13	8	15
chr3R	25339101	25342082	47	24	51	7	16	14	14	38	16	23	8	33
chr3R	25342655	25343879	23	10	32	3	8	2	9	21	6	15	5	17
chr3R	25352350	25355780	53	27	62	4	8	5	14	47	16	53	15	35
chr3R	25364824	25367379	32	20	31	6	31	5	25	18	18	28	12	27
chr3R	25374020	25377075	44	15	53	2	7	4	5	40	6	23	13	30
chr3R	25383114	25385872	55	21	60	2	20	4	18	41	22	54	12	34
chr3R	25430217	25433355	21	17	34	9	6	3	5	15	13	16	7	12
chr3R	25447742	25449666	49	20	61	16	43	14	26	26	29	23	25	22
chr3R	25450693	25452907	20	8	32	4	11	7	6	28	14	14	10	9
chr3R	25458937	25459333	62	13	53	6	27	8	23	26	22	39	26	29
chr3R	25459568	25464306	1169	466	884	149	567	138	492	852	432	677	385	676
chr3R	25468796	25477983	1101	513	1004	149	689	205	566	704	527	681	506	668
chr3R	25493463	25494057	11	16	28	1	12	1	2	7	6	10	5	7
chr3R	25496435	25498346	23	14	31	7	11	7	11	15	18	14	12	18
chr3R	25530093	25537961	406	175	404	90	372	102	291	319	280	288	251	261
chr3R	25643214	25643836	29	10	24	5	16	6	17	11	14	10	15	16
chr3R	25646811	25648052	5	4	22	34	160	74	176	14	132	9	156	6
chr3R	25662555	25665097	34	22	61	7	21	14	20	25	25	27	25	23
chr3R	25674705	25677688	50	36	72	10	28	3	16	32	16	44	15	35
chr3R	25686335	25689304	208	84	228	9	74	24	65	146	44	138	47	133
chr3R	25694194	25698632	55	31	86	6	19	7	21	36	15	46	7	38
chr3R	25702375	25705008	33	22	52	2	11	4	8	22	5	23	5	21
chr3R	25706880	25711184	140	50	115	10	59	16	50	69	55	73	41	85
chr3R	25723835	25725688	13	7	25	2	6	6	9	18	6	18	6	12
chr3R	25761660	25762445	22	13	24	1	9	3	6	11	3	10	5	17
chr3R	25762709	25764104	67	26	67	11	41	11	30	37	28	32	16	33
chr3R	25800339	25801911	16	10	21	2	8	1	5	10	2	5	4	14
chr3R	25803550	25806497	48	29	47	1	10	1	8	26	16	34	4	27
chr3R	25848636	25855901	379	173	478	28	119	40	105	247	100	267	64	257
chr3R	25878926	25880499	76	21	47	5	15	2	15	47	9	35	8	37
chr3R	25880718	25884415	864	386	774	108	382	98	324	480	264	450	267	404
chr3R	25900046	25902291	28	15	32	1	8	4	8	21	9	20	6	14
chr3R	25931694	25934370	30	13	29	1	7	3	4	8	6	12	4	17
chr3R	25939632	25942019	55	27	33	2	19	6	17	25	13	23	14	20
chr3R	25943459	25946128	22	14	30	2	4	5	12	13	1	17	4	18
chr3R	25957247	25958791	17	6	27	1	5	3	4	11	5	13	5	12
chr3R	25963390	25967572	52	18	48	3	13	7	16	22	10	23	12	25
chr3R	25972154	25975465	20	16	37	2	8	2	9	21	8	26	7	21
chr3R	25980432	25983798	451	178	412	30	132	29	99	303	85	272	77	232
chr3R	25988054	25991677	47	33	62	7	13	8	9	33	19	40	9	51
chr3R	25997579	25998473	20	7	22	3	8	2	4	10	10	13	5	12
chr3R	25998949	26000207	61	13	30	3	16	8	12	18	12	15	17	30
chr3R	26007210	26008797	440	238	511	67	221	101	195	231	158	254	153	242
chr3R	26009186	26009961	268	140	305	38	202	59	154	187	109	150	145	157
chr3R	26011013	26013314	128	61	125	7	43	7	25	102	30	80	31	74
chr3R	26017368	26021919	1070	473	1003	185	679	198	478	655	488	670	453	645
chr3R	26022130	26022822	35	14	21	3	7	1	10	15	2	21	5	20
chr3R	26023213	26025923	159	67	115	6	40	10	33	90	19	81	41	95
chr3R	26026665	26028900	82	36	85	11	40	6	26	34	28	34	21	38
chr3R	26030280	26031229	119	47	105	14	84	36	57	70	48	73	59	43
chr3R	26031752	26036942	496	186	475	60	228	64	214	317	164	307	154	283
chr3R	26038858	26041106	286	86	201	20	113	25	60	155	64	161	80	190
chr3R	26041951	26045030	624	342	730	90	283	106	268	528	261	448	263	443
chr3R	26047491	26048521	41	14	22	1	24	4	16	24	10	9	9	15
chr3R	26052230	26057487	548	255	519	64	228	93	182	321	132	225	158	265
chr3R	26058202	26059469	44	26	83	7	29	12	28	31	17	36	30	32
chr3R	26061793	26064022	99	28	68	7	31	9	19	41	11	50	16	38
chr3R	26064425	26065586	67	16	56	5	41	10	23	37	29	28	29	40
chr3R	26067379	26070018	202	63	162	24	112	22	81	175	50	133	73	136
chr3R	26070370	26075968	339	76	222	34	171	40	133	200	114	223	124	182
chr3R	26079396	26081146	99	38	86	2	13	4	8	54	12	84	11	63
chr3R	26081556	26082562	49	22	76	6	3	1	5	35	5	32	2	18
chr3R	26085592	26086130	28	12	21	1	13	3	6	19	10	20	1	21
chr3R	26087328	26089576	116	45	118	18	69	27	46	60	61	79	52	67
chr3R	26092506	26094220	41	13	47	1	17	2	9	26	28	30	17	27
chr3R	26095021	26097166	230	64	147	17	64	17	55	136	29	87	50	116
chr3R	26097402	26098815	35	12	32	2	22	6	17	22	17	25	19	16
chr3R	26099127	26100641	162	56	193	31	89	26	88	134	123	144	91	108
chr3R	26101659	26108309	194	89	199	6	76	24	47	104	51	88	52	89
chr3R	26119783	26122484	32	12	39	9	28	5	10	18	18	22	12	21
chr3R	26125494	26127553	33	14	28	3	6	3	5	6	5	22	7	31
chr3R	26127896	26128941	15	9	24	7	15	4	11	8	4	13	11	9
chr3R	26129352	26130163	36	18	52	2	4	2	2	25	3	29	0	28
chr3R	26133743	26139275	285	127	277	13	91	23	53	196	73	226	68	157
chr3R	26152022	26153617	25	12	22	1	2	1	4	6	1	18	7	11
chr3R	26182267	26184333	19	13	21	2	2	1	6	11	4	16	3	13
chr3R	26187485	26192127	109	59	114	4	26	6	18	57	21	69	16	58
chr3R	26193054	26195667	45	25	64	2	10	5	4	20	7	27	9	23
chr3R	26200491	26202581	27	14	33	2	7	1	5	14	4	16	3	20
chr3R	26210781	26212947	16	17	33	5	4	4	9	13	7	11	4	8
chr3R	26221897	26224633	33	20	39	5	6	5	4	16	8	26	9	17
chr3R	26224970	26232454	675	324	755	50	246	88	194	348	166	350	149	343
chr3R	26233444	26237198	39	20	77	9	18	7	24	34	16	39	18	33
chr3R	26237828	26240894	41	18	46	3	7	4	10	15	10	35	17	21
chr3R	26241228	26248097	125	66	163	4	22	6	23	96	23	90	23	73
chr3R	26251230	26252893	28	15	27	2	9	6	12	10	11	19	6	12
chr3R	26253254	26254637	88	30	89	7	36	11	33	60	21	66	18	43
chr3R	26256086	26257334	37	15	26	4	12	4	12	13	10	16	11	22
chr3R	26259622	26262616	748	313	644	80	445	110	337	449	342	429	361	416
chr3R	26317812	26318497	28	13	30	1	9	1	6	19	9	20	8	22
chr3R	26321787	26323910	74	44	121	12	39	12	35	40	26	34	27	39
chr3R	26402435	26405833	43	21	47	4	6	1	9	15	16	18	16	19
chr3R	26415450	26416480	80	42	103	12	37	14	21	48	18	47	22	42
chr3R	26423042	26426701	95	44	66	2	16	4	10	60	9	43	18	52
chr3R	26481542	26482640	54	17	48	8	30	6	25	32	48	30	34	28
chr3R	26484824	26485309	96	20	62	16	88	17	43	53	48	51	33	45
chr3R	26495452	26496860	24	7	35	2	6	2	6	10	5	18	1	28
chr3R	26500221	26502110	39	18	46	1	11	4	9	37	12	33	7	34
chr3R	26521434	26527259	474	229	559	60	276	69	241	394	261	426	237	322
chr3R	26540903	26542338	35	11	28	8	25	8	27	25	27	28	22	28
chr3R	26548950	26550263	65	21	57	10	51	24	48	35	53	37	40	39
chr3R	26551729	26553867	46	26	54	8	21	8	18	46	13	34	28	33
chr3R	26554079	26556929	145	58	107	13	56	15	48	75	43	65	38	68
chr3R	26565637	26568764	178	90	177	23	67	27	67	125	43	136	45	125
chr3R	26573546	26575804	55	37	48	8	27	15	24	29	23	28	30	30
chr3R	26604080	26606305	104	56	79	10	58	23	39	45	59	52	41	55
chr3R	26606666	26610845	76	41	90	11	43	10	38	54	45	54	46	48
chr3R	26611145	26613477	24	23	32	11	12	9	23	12	19	17	21	18
chr3R	26653049	26658013	84	41	112	7	41	13	21	61	32	77	16	52
chr3R	26668907	26670763	13	8	24	1	6	8	5	8	9	20	8	11
chr3R	26678884	26680776	20	23	24	4	4	4	12	14	8	12	7	16
chr3R	26689363	26691363	44	21	23	3	10	2	2	23	6	32	8	28
chr3R	26718903	26720298	58	32	47	10	45	12	30	34	33	36	40	38
chr3R	26722160	26725683	255	137	222	39	142	44	102	152	113	143	119	166
chr3R	26726327	26729216	35	18	36	10	13	8	20	15	13	21	19	24
chr3R	26743261	26744865	27	15	29	6	19	7	14	15	19	16	13	11
chr3R	26791549	26798640	555	271	671	104	381	130	350	358	299	284	336	331
chr3R	26798924	26802030	574	268	536	131	434	154	431	388	431	368	360	357
chr3R	26803590	26806947	100	45	127	6	32	14	28	56	36	72	27	56
chr3R	26807572	26812361	167	34	127	14	91	24	77	76	81	74	86	81
chr3R	26812633	26813561	11	8	33	1	5	3	7	7	5	6	4	10
chr3R	26818840	26821892	91	69	118	10	39	7	44	63	41	61	33	55
chr3R	26823744	26824946	22	14	22	3	15	6	9	15	15	10	10	14
chr3R	26825315	26826725	18	18	40	3	7	2	10	14	8	20	9	12
chr3R	26837724	26840034	81	43	77	7	37	16	15	46	33	45	25	38
chr3R	26840440	26841285	32	5	25	2	14	5	11	6	8	12	4	19
chr3R	26849874	26851229	16	8	26	4	15	5	7	7	9	10	7	10
chr3R	26899700	26902033	126	61	223	12	49	24	70	117	41	73	44	66
chr3R	26902439	26904133	110	33	71	3	7	3	4	75	13	66	7	61
chr3R	26904390	26908241	80	59	116	10	55	18	50	71	51	81	52	59
chr3R	26908535	26918123	566	269	535	61	227	78	174	385	179	341	162	352
chr3R	26939905	26941758	87	26	77	7	15	8	22	50	22	50	19	41
chr3R	26945405	26949196	283	133	263	58	196	67	230	194	213	158	182	143
chr3R	26950477	26951625	41	15	24	4	5	6	17	14	8	18	12	18
chr3R	26952695	26954939	213	98	202	32	123	29	107	159	112	168	94	147
chr3R	26959240	26962087	49	33	73	5	35	9	13	34	35	41	25	33
chr3R	26978424	26981538	597	267	581	22	84	30	76	382	75	328	81	343
chr3R	26981819	26983806	57	23	53	6	19	6	13	28	23	40	11	30
chr3R	27032003	27035038	210	79	220	25	91	32	77	112	53	71	52	125
chr3R	27035339	27040838	615	241	731	57	205	92	178	385	142	316	105	306
chr3R	27041153	27043293	58	29	93	9	22	18	29	30	23	34	11	31
chr3R	27043781	27044926	15	8	26	1	3	3	7	18	4	18	3	14
chr3R	27048100	27049427	126	49	160	22	75	30	70	92	52	46	55	75
chr3R	27051849	27052513	15	6	27	2	7	1	3	8	3	10	1	6
chr3R	27056087	27061147	122	48	126	10	45	23	39	83	40	74	38	78
chr3R	27066639	27067980	36	18	29	4	33	9	22	18	14	34	16	29
chr3R	27069805	27080260	1199	539	1155	144	570	197	543	692	468	656	452	598
chr3R	27081586	27084750	190	64	205	11	51	15	51	127	37	103	38	95
chr3R	27086096	27088098	51	21	51	9	80	18	53	50	46	32	31	45
chr3R	27088395	27091624	120	51	109	4	18	3	19	61	20	74	17	86
